Name;Acronym;city;state;country_name;country_code
Ultrapar (Brazil);;São Paulo;;Brazil;BR
Instituto de Estudos de Saúde Suplementar;IESS;São Paulo;;Brazil;BR
Núcleo Interdisciplinar da Ciência do Sono;NICS;São Paulo;;Brazil;BR
Suzano (Brazil);;Salvador;;Brazil;BR
TecnoBio (Brazil);;Curitiba;;Brazil;BR
Solvay (Brazil);;São Paulo;;Brazil;BR
Proteca (Brazil);;Cuiabá;;Brazil;BR
Brazilian Micro and Small Enterprises Support Service;SEBRAE;Brasília;;Brazil;BR
Tetra Pak (Brazil);;São Paulo;;Brazil;BR
Voestalpine (Brazil);;São Paulo;;Brazil;BR
Sakata (Brazil);;Bragança Paulista;;Brazil;BR
Sama (Brazil);;Goiás;;Brazil;BR
Conservatório Pernambucano de Música;CPM;Recife;;Brazil;BR
Faesa Centro Universitario;;Vitória;;Brazil;BR
Instituto de Estudos do Trabalho e Sociedade;IETS;Rio de Janeiro;;Brazil;BR
Instituto Brasil Estados Unidos;IBEU;Rio de Janeiro;;Brazil;BR
Faculdade de Pato Branco;FADEP;Pato Branco;;Brazil;BR
Santa Marcelina Colégio;;São Paulo;;Brazil;BR
Federal Senate;;Brasília;;Brazil;BR
Clínica de Psiquiatria Psiquimei;;Brasília;;Brazil;BR
Instituto Cultural Steve Biko;;Salvador;;Brazil;BR
Sociedade Brasileira de Neurociências e Comportamento;SBNeC;São Paulo;;Brazil;BR
Institute for Society, Population and Nature;ISPN;Brasília;;Brazil;BR
ANDI;;Brasília;;Brazil;BR
Associação Brasileira de Pesquisadores Negros;ABPN;Goiânia;;Brazil;BR
Article 19;;São Paulo;;Brazil;BR
Imazon;;Belém;;Brazil;BR
InternetLab;;São Paulo;;Brazil;BR
Redes da Maré;;Rio de Janeiro;;Brazil;BR
Amnesty International Brazil;AI;Rio de Janeiro;;Brazil;BR
Conectas;;São Paulo;;Brazil;BR
Movimento Interestadual das Quebradeiras de Coco Babaçu;MIQCB;São Luís;;Brazil;BR
Casa Fluminense;;Rio de Janeiro;;Brazil;BR
Centro de Estudos das Relações de Trabalho e Desigualdades;CEERT;São Paulo;;Brazil;BR
Centro de Estudos e Pesquisa em Saúde Coletiva;CEPESC;Rio de Janeiro;;Brazil;BR
Centro de Estudos de Segurança e Cidadania;CESeC;Rio de Janeiro;;Brazil;BR
Central Única das Favelas;CUFA;Rio de Janeiro;;Brazil;BR
Citizenship, Studies, Research, Information and Action;CEPIA;Glória do Goitá;;Brazil;BR
Fundo Brasil;FBDH;São Paulo;;Brazil;BR
Instituto Brasileiro de Defesa do Consumidor;IDEC;São Paulo;;Brazil;BR
Instituto Brasileiro de Análises Sociais e Econômicas;IBASE;Rio de Janeiro;;Brazil;BR
Brazilian Interdisciplinary AIDS Association;ABIA;Rio de Janeiro;;Brazil;BR
Instituto Eqüit – Gênero, Economia e Cidadania Global;;Rio de Janeiro;;Brazil;BR
Associação Cultural de Mulheres Negras;ACMUN;Porto Alegre;;Brazil;BR
Geledés Instituto da Mulher Negra;;São Paulo;;Brazil;BR
Feminist Center for Studies and Advisory Services;CFEMEA;Brasília;;Brazil;BR
Institute of Religious Studies;ISER;Rio de Janeiro;;Brazil;BR
Associação Nacional de Direitos Humanos, Pesquisa e Pós-Graduação;ANDHEP;São Paulo;;Brazil;BR
Instituto para o Desenvolvimento do Jornalismo;PROJOR;São Paulo;;Brazil;BR
Anis;;Brasília;;Brazil;BR
Instituto de Pesquisas e Estudos Afro Brasileiros;IPEAFRO;Rio de Janeiro;;Brazil;BR
Institute for Technology & Society;;Rio de Janeiro;;Brazil;BR
Terra de Direitos;;Curitiba;;Brazil;BR
Instituto de Terras do Pará;ITERPA;Belém;;Brazil;BR
Instituto Midia Étnica;IME;Salvador;;Brazil;BR
Instituto Papai;;Recife;;Brazil;BR
Procomum Institute;IP;São Paulo;;Brazil;BR
Instituto Sou da Paz;;São Paulo;;Brazil;BR
Fórum Nacional pela Democratização da Comunicação;FNDC;Brasília;;Brazil;BR
Fórum Nacional das Entidades Civis de Defesa do Consumidor;FNECDC;Recife;;Brazil;BR
Instituto Nupef;;Rio de Janeiro;;Brazil;BR
Centro de Cultura Luiz Freire;CCLF;Olinda;;Brazil;BR
Observatório de Favelas;;Rio de Janeiro;;Brazil;BR
Malungu;;Belém;;Brazil;BR
Museu do Samba;;Rio de Janeiro;;Brazil;BR
Instituto Maria e Joao Aleixo;IMJA;Rio de Janeiro;;Brazil;BR
Sociedade Paraense de Defesa dos Direitos Humanos;SDDH;Belém;;Brazil;BR
Comissão Pastoral da Terra;CPT;Goiânia;;Brazil;BR
Agência Patrícia Galvão;;São Paulo;;Brazil;BR
Roberto Marinho Foundation;;Rio de Janeiro;;Brazil;BR
Group of Institutes, Foundations and Enterprises;GIFE;São Paulo;;Brazil;BR
Feminist Institute for Democracy;SOS CORPO;Recife;;Brazil;BR
Uma Gota no Oceano;;Rio de Janeiro;;Brazil;BR
Sindicato dos Trabalhadores Rurais de Caxias do Sul;STR;Caxias do Sul;;Brazil;BR
Instituto Vladimir Herzog;;São Paulo;;Brazil;BR
Fundação de Apoio à Universidade do Rio Grande;FAURG;Rio Grande;;Brazil;BR
Unifunec - Centro Universitário de Santa Fé do Sul;;Santa Fé do Sul;;Brazil;BR
Instituto Gremar;;Guarujá;;Brazil;BR
Instituto de Pesquisas Cananéia;IPeC;Cananéia;;Brazil;BR
R3 Animal;;Florianópolis;;Brazil;BR
Instituto Biopesca;;Praia Grande;;Brazil;BR
Instituto Argonauta;;Ubatuba;;Brazil;BR
Instituto Australis;IA;Imbituba;;Brazil;BR
Clinica De Doencas Renais De Brasilia;;Brasília;;Brazil;BR
Itaipu Binacional;;Foz do Iguaçu;;Brazil;BR
Instituto Laura Fressatto;;Curitiba;;Brazil;BR
Pan American Health Organization - Brazil;OPAS;Brasília;;Brazil;BR
Sabin Medicina Diagnostica (Brazil);;Brasília;;Brazil;BR
Instituto de Conservação de Animais Silvestres;ICAS;Campo Grande;;Brazil;BR
Brazilian Institute of Neuroscience and Neurotechnology;;Campinas;;Brazil;BR
Eurofarma (Brazil);;São Paulo;;Brazil;BR
Biolab Pharma (Brazil);;São Paulo;;Brazil;BR
Brazilian Synchrotron Light Laboratory;LNLS;Campinas;;Brazil;BR
Brazilian Biosciences National Laboratory;LNBio;Campinas;;Brazil;BR
Agronomical Institute of Campinas;IAC;Campinas;;Brazil;BR
Unichristus;;Fortaleza;Ceará;Brazil;BR
Centro Universitário Maurício de Nassau;UNINASSAU;Recife;;Brazil;BR
Federal Police of Brazil;;Brasília;;Brazil;BR
Governo do Estado de Paraíba;;João Pessoa;;Brazil;BR
Ministry of Foreign Affairs;MRE;Brasília;;Brazil;BR
Administrative Council for Economic Defense;CADE;Brasília;;Brazil;BR
Sobest – Associacao Brasileira de Estomaterapia;;São Paulo;;Brazil;BR
Mecila;;São Paulo;;Brazil;BR
International Institute for Sustainability;IIS;Rio de Janeiro;;Brazil;BR
Opty;;São Paulo;;Brazil;BR
Cochrane;;São Paulo;;Brazil;BR
SOS Mata Atlântica Foundation;;São Paulo;;Brazil;BR
Hospital Santa Paula;;São Paulo;;Brazil;BR
São Germano Oncologia;;São Paulo;;Brazil;BR
Centro Paulista de Investigação Clinica;CEPIC;São Paulo;;Brazil;BR
Instituto Estadual do Cérebro Paulo Niemeyer;IEC;Rio de Janeiro;;Brazil;BR
Hospital Sepaco;;São Paulo;;Brazil;BR
Estátikos (Brazil);;São Paulo;;Brazil;BR
Kantar Health (Brazil);;São Paulo;;Brazil;BR
Brazilian Research in Intensive Care Network;BRICNet;São Paulo;;Brazil;BR
Fundação Hospitalar de Hematologia e Hemoterapia do Amazonas;HEMOAM;Manaus;;Brazil;BR
Laboratório DNA Center;;Natal;;Brazil;BR
Universidade Federal de Jataí;UFJ;Jatobá;;Brazil;BR
Instituto Pró-Carnívoros;;Atibaia;;Brazil;BR
Centro Universitário do Distrito Federal;UDF;Brasília;;Brazil;BR
Centro de Reprodução Humana Prof. Franco Junior;CRH;Ribeirão Preto;;Brazil;BR
Hospital Universitário Cajuru;HUC;Curitiba;;Brazil;BR
UniBrasil Centro Universitário;UniBrasil;Curitiba;;Brazil;BR
National Institute of Science and Technology in Regenerative Medicine;INCT - REGENERA;Rio de Janeiro;;Brazil;BR
Instituto de Patologia da Coluna;IPC;São Paulo;;Brazil;BR
Centro Universitário São Lucas;;Porto Velho;;Brazil;BR
Instituto Benjamin Constant;IBC;Rio de Janeiro;;Brazil;BR
UniFG Centro Universitário;;Guanambi;;Brazil;BR
Franciscan University;UFN;Santa Maria;;Brazil;BR
Brazilian Association of Psychiatry;ABP;Rio de Janeiro;;Brazil;BR
Sociedade Brasileira de Psicologia;SBP;Ribeirão Preto;;Brazil;BR
Brazilian Association of Scientific Editors;;Botucatu;;Brazil;BR
Vale Technological Institute;ITV;Belém;;Brazil;BR
